date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:19:15	19314/19314	---M--	200	added ('OK')	application/javascript	etag:%224b72-5b9763a55da0a%22	https://minbooklibrary.orgfree.com/js/vendor/modernizr-2.8.3-respond-1.4.2.min.js	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/js/vendor/modernizr-2.8.3-respond-1.4.2.min.js	(from https://minbooklibrary.orgfree.com/)
10:19:16	39829/39829	---M--	200	added ('OK')	image/jpeg	etag:%229b95-5b97639701be9%22	https://minbooklibrary.orgfree.com/images/users/img-01.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/users/img-01.jpg	(from https://minbooklibrary.orgfree.com/)
10:19:17	81712/81712	---MC-	200	added ('OK')	text/html	etag:%2213d96-5b9762e321d69%22	https://minbooklibrary.orgfree.com/index-2.html	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/index-2.html	(from https://minbooklibrary.orgfree.com/)
10:19:18	8420/8420	---M--	200	added ('OK')	image/png	etag:%2220e4-5b9763209d883%22	https://minbooklibrary.orgfree.com/images/logo.png	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/logo.png	(from https://minbooklibrary.orgfree.com/)
10:19:19	2937/2937	---M--	200	added ('OK')	image/jpeg	etag:%22b79-5b976384e2362%22	https://minbooklibrary.orgfree.com/images/products/img-01.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/products/img-01.jpg	(from https://minbooklibrary.orgfree.com/)
10:19:19	2331/2331	---M--	200	added ('OK')	image/jpeg	etag:%2291b-5b97638489d48%22	https://minbooklibrary.orgfree.com/images/products/img-02.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/products/img-02.jpg	(from https://minbooklibrary.orgfree.com/)
10:19:19	2777/2777	---M--	200	added ('OK')	image/jpeg	etag:%22ad9-5b976385b42da%22	https://minbooklibrary.orgfree.com/images/products/img-03.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/products/img-03.jpg	(from https://minbooklibrary.orgfree.com/)
10:19:20	76999/76999	---MC-	200	added ('OK')	text/html	etag:%2212b2d-5b9762ea41600%22	https://minbooklibrary.orgfree.com/products.html	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/products.html	(from https://minbooklibrary.orgfree.com/)
10:19:21	86666/86666	---M--	200	added ('OK')	image/png	etag:%221528a-5b97631876cde%22	https://minbooklibrary.orgfree.com/images/img-01.png	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/img-01.png	(from https://minbooklibrary.orgfree.com/)
10:19:22	82097/82097	---MC-	200	added ('OK')	text/html	etag:%2213f17-5b9762e3e94e8%22	https://minbooklibrary.orgfree.com/indexv2.html	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/indexv2.html	(from https://minbooklibrary.orgfree.com/)
10:19:23	81988/81988	---MC-	200	added ('OK')	text/html	etag:%2213eaa-5b9762e597019%22	https://minbooklibrary.orgfree.com/indexv3.html	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/indexv3.html	(from https://minbooklibrary.orgfree.com/)
10:19:24	70073/70073	---MC-	200	added ('OK')	text/html	etag:%221101f-5b9762de982f5%22	https://minbooklibrary.orgfree.com/authors.html	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/authors.html	(from https://minbooklibrary.orgfree.com/)
10:19:25	61198/61198	---MC-	200	added ('OK')	text/html	etag:%22ed74-5b9762db1f000%22	https://minbooklibrary.orgfree.com/authordetail.html	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/authordetail.html	(from https://minbooklibrary.orgfree.com/)
10:19:26	65370/65370	---MC-	200	added ('OK')	text/html	etag:%22fdc0-5b9762e8863f6%22	https://minbooklibrary.orgfree.com/newslist.html	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/newslist.html	(from https://minbooklibrary.orgfree.com/)
10:19:27	72002/72002	---MC-	200	added ('OK')	text/html	etag:%22117a8-5b9762e83d3f6%22	https://minbooklibrary.orgfree.com/newsgrid.html	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/newsgrid.html	(from https://minbooklibrary.orgfree.com/)
10:19:28	66925/66925	---MC-	200	added ('OK')	text/html	etag:%22103d3-5b9762e5e59f2%22	https://minbooklibrary.orgfree.com/newsdetail.html	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/newsdetail.html	(from https://minbooklibrary.orgfree.com/)
10:19:29	49144/49144	---MC-	200	added ('OK')	text/html	etag:%22be5e-5b9762dfd2e41%22	https://minbooklibrary.orgfree.com/contactus.html	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/contactus.html	(from https://minbooklibrary.orgfree.com/)
10:19:30	58327/58327	---MC-	200	added ('OK')	text/html	etag:%22e23d-5b9762da2e455%22	https://minbooklibrary.orgfree.com/aboutus.html	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/aboutus.html	(from https://minbooklibrary.orgfree.com/)
10:19:31	80258/80258	---MC-	200	added ('OK')	text/html	etag:%22137e8-5b9762eac7e67%22	https://minbooklibrary.orgfree.com/productdetail.html	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/productdetail.html	(from https://minbooklibrary.orgfree.com/)
10:19:32	46982/46982	---MC-	200	added ('OK')	text/html	etag:%22b5ec-5b9762d60e555%22	https://minbooklibrary.orgfree.com/404error.html	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/404error.html	(from https://minbooklibrary.orgfree.com/)
10:19:33	5645/5645	---MC-	200	added ('OK')	text/html	etag:%221473-5b9762dd89e9f%22	https://minbooklibrary.orgfree.com/comingsoon.html	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/comingsoon.html	(from https://minbooklibrary.orgfree.com/)
10:19:35	57335/57335	---M--	200	added ('OK')	image/jpeg	etag:%22dff7-5b97635c4b8b0%22	https://minbooklibrary.orgfree.com/images/books/img-01.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/books/img-01.jpg	(from https://minbooklibrary.orgfree.com/)
10:19:36	60599/60599	---M--	200	added ('OK')	image/jpeg	etag:%22ecb7-5b97635d37e0a%22	https://minbooklibrary.orgfree.com/images/books/img-02.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/books/img-02.jpg	(from https://minbooklibrary.orgfree.com/)
10:19:37	59191/59191	---M--	200	added ('OK')	image/jpeg	etag:%22e737-5b97635f17a09%22	https://minbooklibrary.orgfree.com/images/books/img-03.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/books/img-03.jpg	(from https://minbooklibrary.orgfree.com/)
10:19:38	66499/66499	---M--	200	added ('OK')	image/jpeg	etag:%22103c3-5b97635feb4d9%22	https://minbooklibrary.orgfree.com/images/books/img-04.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/books/img-04.jpg	(from https://minbooklibrary.orgfree.com/)
10:19:39	59654/59654	---M--	200	added ('OK')	image/jpeg	etag:%22e906-5b976361123ba%22	https://minbooklibrary.orgfree.com/images/books/img-05.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/books/img-05.jpg	(from https://minbooklibrary.orgfree.com/)
10:19:40	63406/63406	---M--	200	added ('OK')	image/jpeg	etag:%22f7ae-5b9763625e848%22	https://minbooklibrary.orgfree.com/images/books/img-06.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/books/img-06.jpg	(from https://minbooklibrary.orgfree.com/)
10:19:41	53051/53051	---M--	200	added ('OK')	image/png	etag:%22cf3b-5b97631a4dc3b%22	https://minbooklibrary.orgfree.com/images/img-02.png	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/img-02.png	(from https://minbooklibrary.orgfree.com/)
10:19:42	66061/66061	---M--	200	added ('OK')	image/jpeg	etag:%221020d-5b9763639495b%22	https://minbooklibrary.orgfree.com/images/books/img-07.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/books/img-07.jpg	(from https://minbooklibrary.orgfree.com/)
10:19:43	58271/58271	---M--	200	added ('OK')	image/jpeg	etag:%22e39f-5b976365cf66c%22	https://minbooklibrary.orgfree.com/images/books/img-08.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/books/img-08.jpg	(from https://minbooklibrary.orgfree.com/)
10:19:44	61726/61726	---M--	200	added ('OK')	image/jpeg	etag:%22f11e-5b9763679b218%22	https://minbooklibrary.orgfree.com/images/books/img-09.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/books/img-09.jpg	(from https://minbooklibrary.orgfree.com/)
10:19:45	101157/101157	---M--	200	added ('OK')	image/jpeg	etag:%2218b25-5b97637d1a750%22	https://minbooklibrary.orgfree.com/images/parallax/bgparallax-04.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/parallax/bgparallax-04.jpg	(from https://minbooklibrary.orgfree.com/)
10:19:46	62701/62701	---M--	200	added ('OK')	image/jpeg	etag:%22f4ed-5b976367d82af%22	https://minbooklibrary.orgfree.com/images/books/img-10.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/books/img-10.jpg	(from https://minbooklibrary.orgfree.com/)
10:19:47	59057/59057	---M--	200	added ('OK')	image/jpeg	etag:%22e6b1-5b976369b2ca5%22	https://minbooklibrary.orgfree.com/images/books/img-11.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/books/img-11.jpg	(from https://minbooklibrary.orgfree.com/)
10:19:48	71078/71078	---M--	200	added ('OK')	image/jpeg	etag:%22115a6-5b97636a0e96f%22	https://minbooklibrary.orgfree.com/images/books/img-12.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/books/img-12.jpg	(from https://minbooklibrary.orgfree.com/)
10:19:49	101267/101267	---M--	200	added ('OK')	image/jpeg	etag:%2218b93-5b97637d934f6%22	https://minbooklibrary.orgfree.com/images/parallax/bgparallax-05.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/parallax/bgparallax-05.jpg	(from https://minbooklibrary.orgfree.com/)
10:19:50	5612/5612	---M--	200	added ('OK')	image/jpeg	etag:%2215ec-5b97632ff7928%22	https://minbooklibrary.orgfree.com/images/author/imag-02.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/author/imag-02.jpg	(from https://minbooklibrary.orgfree.com/)
10:19:51	182475/182475	---M--	200	added ('OK')	image/jpeg	etag:%222c8cb-5b9763802ba29%22	https://minbooklibrary.orgfree.com/images/parallax/bgparallax-06.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/parallax/bgparallax-06.jpg	(from https://minbooklibrary.orgfree.com/)
10:19:52	24844/24844	---M--	200	added ('OK')	image/jpeg	etag:%22610c-5b97634876410%22	https://minbooklibrary.orgfree.com/images/blog/img-01.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/blog/img-01.jpg	(from https://minbooklibrary.orgfree.com/)
10:19:53	27567/27567	---M--	200	added ('OK')	image/jpeg	etag:%226baf-5b97634880051%22	https://minbooklibrary.orgfree.com/images/blog/img-02.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/blog/img-02.jpg	(from https://minbooklibrary.orgfree.com/)
10:19:54	22345/22345	---M--	200	added ('OK')	image/jpeg	etag:%225749-5b97634aa26bf%22	https://minbooklibrary.orgfree.com/images/blog/img-03.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/blog/img-03.jpg	(from https://minbooklibrary.orgfree.com/)
10:19:55	19928/19928	---M--	200	added ('OK')	image/jpeg	etag:%224dd8-5b976349fa344%22	https://minbooklibrary.orgfree.com/images/blog/img-04.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/blog/img-04.jpg	(from https://minbooklibrary.orgfree.com/)
10:19:56	8420/8420	---M--	200	added ('OK')	image/png	etag:%2220e4-5b97631474e5a%22	https://minbooklibrary.orgfree.com/images/flogo.png	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/flogo.png	(from https://minbooklibrary.orgfree.com/)
10:19:57	2858/2858	---M--	200	added ('OK')	image/jpeg	etag:%22b2a-5b9763353b059%22	https://minbooklibrary.orgfree.com/images/author/imag-09.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/author/imag-09.jpg	(from https://minbooklibrary.orgfree.com/)
10:19:57	3070/3070	---M--	200	added ('OK')	image/jpeg	etag:%22bfe-5b97633622794%22	https://minbooklibrary.orgfree.com/images/author/imag-10.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/author/imag-10.jpg	(from https://minbooklibrary.orgfree.com/)
10:19:57	3004/3004	---M--	200	added ('OK')	image/jpeg	etag:%22bbc-5b9763367e45e%22	https://minbooklibrary.orgfree.com/images/author/imag-11.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/author/imag-11.jpg	(from https://minbooklibrary.orgfree.com/)
10:19:58	2514/2514	---M--	200	added ('OK')	image/png	etag:%229d2-5b976322392a1%22	https://minbooklibrary.orgfree.com/images/paymenticon.png	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/paymenticon.png	(from https://minbooklibrary.orgfree.com/)
10:19:59	97296/97296	---M--	200	added ('OK')	application/javascript	etag:%2217c10-5b9763a4883e1%22	https://minbooklibrary.orgfree.com/js/vendor/jquery-library.js	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/js/vendor/jquery-library.js	(from https://minbooklibrary.orgfree.com/)
10:20:00	36921/36921	---M--	200	added ('OK')	application/javascript	etag:%229039-5b9763a36b911%22	https://minbooklibrary.orgfree.com/js/vendor/bootstrap.min.js	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/js/vendor/bootstrap.min.js	(from https://minbooklibrary.orgfree.com/)
10:20:01	42698/42698	---M--	200	added ('OK')	application/javascript	etag:%22a6ca-5b97639eaf218%22	https://minbooklibrary.orgfree.com/js/owl.carousel.min.js	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/js/owl.carousel.min.js	(from https://minbooklibrary.orgfree.com/)
10:20:02	10734/10734	---M--	200	added ('OK')	application/javascript	etag:%2229ee-5b97639c19bc5%22	https://minbooklibrary.orgfree.com/js/jquery.vide.min.js	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/js/jquery.vide.min.js	(from https://minbooklibrary.orgfree.com/)
10:20:03	8804/8804	---M--	200	added ('OK')	application/javascript	etag:%222264-5b976396b8be8%22	https://minbooklibrary.orgfree.com/js/countdown.js	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/js/countdown.js	(from https://minbooklibrary.orgfree.com/)
10:20:05	316510/316510	---M--	200	added ('OK')	application/javascript	etag:%224d45e-5b97639b3bce3%22	https://minbooklibrary.orgfree.com/js/jquery-ui.js	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/js/jquery-ui.js	(from https://minbooklibrary.orgfree.com/)
10:20:05	10609/10609	---M--	200	added ('OK')	application/javascript	etag:%222971-5b97639ede01d%22	https://minbooklibrary.orgfree.com/js/parallax.js	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/js/parallax.js	(from https://minbooklibrary.orgfree.com/)
10:20:06	3761/3761	---M--	200	added ('OK')	application/javascript	etag:%22eb1-5b976397c703f%22	https://minbooklibrary.orgfree.com/js/countTo.js	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/js/countTo.js	(from https://minbooklibrary.orgfree.com/)
10:20:06	1286/1286	---M--	200	added ('OK')	application/javascript	etag:%22506-5b97639539305%22	https://minbooklibrary.orgfree.com/js/appear.js	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/js/appear.js	(from https://minbooklibrary.orgfree.com/)
10:20:07	63264/63264	---M--	200	added ('OK')	application/javascript	etag:%22f720-5b97639a1618a%22	https://minbooklibrary.orgfree.com/js/gmap3.js	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/js/gmap3.js	(from https://minbooklibrary.orgfree.com/)
10:20:08	7139/7139	---M--	200	added ('OK')	application/javascript	etag:%221be3-5b97639d14f69%22	https://minbooklibrary.orgfree.com/js/main.js	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/js/main.js	(from https://minbooklibrary.orgfree.com/)
10:20:09	6022/6022	---M--	200	added ('OK')	image/png	date:Tue,%2026%20Feb%202019%2023:24:37%20GMT	https://www.freewebhostingarea.com/images/poweredby.png	C:/laragon/www/shopbansach/public/font_end/www.freewebhostingarea.com/images/poweredby.png	(from https://minbooklibrary.orgfree.com/)
10:20:10	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224e9f-5b97630463bef%22	https://minbooklibrary.orgfree.com/fonts/glyphicons-halflings-regular.eot	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/fonts/glyphicons-halflings-regular.eot	(from https://minbooklibrary.orgfree.com/css/bootstrap.min.css)
10:20:11	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224e9f-5b97630aa1b0c%22	https://minbooklibrary.orgfree.com/fonts/glyphicons-halflings-regulard41d.eot?	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/fonts/glyphicons-halflings-regulard41dd41d.eot	(from https://minbooklibrary.orgfree.com/css/bootstrap.min.css)
10:20:12	18028/18028	---M--	200	added ('OK')	font/woff2	etag:%22466c-5b9763088e6d0%22	https://minbooklibrary.orgfree.com/fonts/glyphicons-halflings-regular.woff2	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/fonts/glyphicons-halflings-regular.woff2	(from https://minbooklibrary.orgfree.com/css/bootstrap.min.css)
10:20:13	23424/23424	---M--	200	added ('OK')	font/woff	etag:%225b80-5b976308ecaab%22	https://minbooklibrary.orgfree.com/fonts/glyphicons-halflings-regular.woff	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/fonts/glyphicons-halflings-regular.woff	(from https://minbooklibrary.orgfree.com/css/bootstrap.min.css)
10:20:15	45404/45404	---M--	200	added ('OK')	font/ttf	etag:%22b15c-5b976306ff7d3%22	https://minbooklibrary.orgfree.com/fonts/glyphicons-halflings-regular.ttf	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/fonts/glyphicons-halflings-regular.ttf	(from https://minbooklibrary.orgfree.com/css/bootstrap.min.css)
10:20:16	108738/108738	---M--	200	added ('OK')	image/svg+xml	etag:%221a8c2-5b976306c1f6c%22	https://minbooklibrary.orgfree.com/fonts/glyphicons-halflings-regular.svg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/fonts/glyphicons-halflings-regular.svg	(from https://minbooklibrary.orgfree.com/css/bootstrap.min.css)
10:20:17	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-5b9762fbf8a83%22	https://minbooklibrary.orgfree.com/fonts/fontawesome-webfont3e6e.eot?v=4.7.0	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/fonts/fontawesome-webfont3e6e3e6e.eot	(from https://minbooklibrary.orgfree.com/css/font-awesome.min.css)
10:20:18	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-5b976303feab4%22	https://minbooklibrary.orgfree.com/fonts/fontawesome-webfontd41d.eot?	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/fonts/fontawesome-webfontd41dd41d.eot	(from https://minbooklibrary.orgfree.com/css/font-awesome.min.css)
10:20:19	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%2212d68-5b976302d878a%22	https://minbooklibrary.orgfree.com/fonts/fontawesome-webfont3e6e.woff2?v=4.7.0	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/fonts/fontawesome-webfont3e6e3e6e.woff2	(from https://minbooklibrary.orgfree.com/css/font-awesome.min.css)
10:20:20	98024/98024	---M--	200	added ('OK')	font/woff	etag:%2217ee8-5b976301c06f2%22	https://minbooklibrary.orgfree.com/fonts/fontawesome-webfont3e6e.woff?v=4.7.0	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/fonts/fontawesome-webfont3e6e3e6e.woff	(from https://minbooklibrary.orgfree.com/css/font-awesome.min.css)
10:20:21	165548/165548	---M--	200	added ('OK')	font/ttf	etag:%22286ac-5b9762ff86d6a%22	https://minbooklibrary.orgfree.com/fonts/fontawesome-webfont3e6e.ttf?v=4.7.0	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/fonts/fontawesome-webfont3e6e3e6e.ttf	(from https://minbooklibrary.orgfree.com/css/font-awesome.min.css)
10:20:23	12222/12222	---MC-	200	added ('OK')	text/html	etag:%222e24-5b976326723fc%22	https://minbooklibrary.orgfree.com/images/ui-icons_444444_256x240.html	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/ui-icons_444444_256x240.html	(from https://minbooklibrary.orgfree.com/css/jquery-ui.css)
10:20:23	444379/444379	---M--	200	added ('OK')	image/svg+xml	etag:%226c7db-5b976300156ba%22	https://minbooklibrary.orgfree.com/fonts/fontawesome-webfont3e6e.svg?v=4.7.0	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/fonts/fontawesome-webfont3e6e3e6e.svg	(from https://minbooklibrary.orgfree.com/css/font-awesome.min.css)
10:20:24	12222/12222	---MC-	200	added ('OK')	text/html	etag:%222e24-5b976327bc179%22	https://minbooklibrary.orgfree.com/images/ui-icons_555555_256x240.html	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/ui-icons_555555_256x240.html	(from https://minbooklibrary.orgfree.com/css/jquery-ui.css)
10:20:25	12222/12222	---MC-	200	added ('OK')	text/html	etag:%222e24-5b97632c050be%22	https://minbooklibrary.orgfree.com/images/ui-icons_ffffff_256x240.html	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/ui-icons_ffffff_256x240.html	(from https://minbooklibrary.orgfree.com/css/jquery-ui.css)
10:20:26	12222/12222	---MC-	200	added ('OK')	text/html	etag:%222e24-5b97632856a33%22	https://minbooklibrary.orgfree.com/images/ui-icons_777620_256x240.html	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/ui-icons_777620_256x240.html	(from https://minbooklibrary.orgfree.com/css/jquery-ui.css)
10:20:27	12222/12222	---MC-	200	added ('OK')	text/html	etag:%222e24-5b97632a1dba7%22	https://minbooklibrary.orgfree.com/images/ui-icons_cc0000_256x240.html	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/ui-icons_cc0000_256x240.html	(from https://minbooklibrary.orgfree.com/css/jquery-ui.css)
10:20:28	12222/12222	---MC-	200	added ('OK')	text/html	etag:%222e24-5b97632b32d5e%22	https://minbooklibrary.orgfree.com/images/ui-icons_777777_256x240.html	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/ui-icons_777777_256x240.html	(from https://minbooklibrary.orgfree.com/css/jquery-ui.css)
10:20:29	4976/4976	---M--	200	added ('OK')	image/png	etag:%221370-5b976321f0a71%22	https://minbooklibrary.orgfree.com/images/owl.video.play.png	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/owl.video.play.png	(from https://minbooklibrary.orgfree.com/css/owl.carousel.css)
